"","id","name","gene.id","gene.symbol","gene.name","entrez.id","chromosome","start.position","end.position","p","fold.change"
"9458",1016868,"A_24_P169976",168383,"HMGB1P16","high mobility group box 1 pseudogene 16",646577,"X","n/a","n/a",0.00287,1.214
"9459",1015667,"CUST_61_PI417507815",169178,"LOC728914","similar to histone H3.3B",728914,"4","n/a","n/a",3.75e-05,1.214
"9460",1018117,"A_24_P892612",1014018,"LOC100128164","four and a half LIM domains 1 pseudogene",100128164,"3","n/a","n/a",0.11,1.214
"9461",1056347,"CUST_15468_PI416261804",2759,"GNAQ","guanine nucleotide binding protein (G protein), q polypeptide",2776,"9","n/a","n/a",0.00139,1.213
"9462",1017582,"A_23_P43979",1000217,"LOC100287891","hypothetical protein LOC100287891",100287891,"22","n/a","n/a",0.00123,1.213
"9463",1020520,"CUST_833_PI416573500",1000060,"ZBTB42","zinc finger and BTB domain containing 42",100128927,"14","n/a","n/a",0.0749,1.213
"9464",1022231,"A_23_P145761",9979,"ARL4A","ADP-ribosylation factor-like 4A",10124,"7","n/a","n/a",0.00823,1.213
"9465",1063377,"CUST_2744_PI416261804",1006597,"CUST_2621_PI416261804","AGILENT probe CUST_2621_PI416261804 (non-RefSeq)",0,"n/a","n/a","n/a",0.000239,1.213
"9466",1056450,"CUST_283_PI416408490",2648,"GDI1","GDP dissociation inhibitor 1",2664,"X","n/a","n/a",0.000161,1.213
"9467",1035637,"CUST_1879_PI416261804",79078,"CLDND2","claudin domain containing 2",125875,"19","n/a","n/a",0.0523,1.213
"9468",1037327,"CUST_1256_PI416261804",59032,"HPDL","4-hydroxyphenylpyruvate dioxygenase-like",84842,"1","n/a","n/a",0.0365,1.213
"9469",1021119,"CUST_11709_PI416261804",23217,"HEY1","hairy/enhancer-of-split related with YRPW motif 1",23462,"8","n/a","n/a",0.03,1.213
"9470",1045637,"A_23_P28697",23253,"HAAO","3-hydroxyanthranilate 3,4-dioxygenase",23498,"2","n/a","n/a",0.0376,1.213
"9471",1018998,"A_23_P328687",80655,"SIX5","SIX homeobox 5",147912,"19","n/a","n/a",0.00356,1.213
"9472",1063889,"A_32_P64324",1006923,"A_32_P64324","AGILENT probe A_32_P64324 (non-RefSeq)",0,"n/a","n/a","n/a",0.0151,1.213
"9473",1070560,"A_24_P255123",1011548,"A_24_P255123","AGILENT probe A_24_P255123 (non-RefSeq)",0,"n/a","n/a","n/a",4.3e-05,1.213
"9474",1011845,"CUST_4469_PI416261804",1014164,"LOC100128416","RAB28, member RAS oncogene family pseudogene",100128416,"X","n/a","n/a",0.0208,1.213
"9475",1030184,"A_23_P136310",55838,"TRPM3","transient receptor potential cation channel, subfamily M, member 3",80036,"9","n/a","n/a",0.0224,1.213
"9476",1038226,"CUST_5702_PI416261804",57526,"SBF2","SET binding factor 2",81846,"11","n/a","n/a",1.1e-06,1.213
"9477",1029549,"A_24_P276808",5746,"PTPN7","protein tyrosine phosphatase, non-receptor type 7",5778,"1","n/a","n/a",0.00873,1.213
"9478",1021364,"A_32_P101860",170793,"FLJ77644","hypothetical LOC728772",728772,"17","n/a","n/a",0.0165,1.213
"9479",1018057,"CUST_4082_PI416261804",123998,"LOC390760","protein phosphatase inhibitor 2-like",390760,"17","n/a","n/a",0.0104,1.213
"9480",1056172,"CUST_416_PI417557136",2881,"GRIK2","glutamate receptor, ionotropic, kainate 2",2898,"6","n/a","n/a",0.000372,1.213
"9481",1060277,"A_24_P67948",1004527,"A_24_P67948","AGILENT probe A_24_P67948 (non-RefSeq)",0,"n/a","n/a","n/a",0.00763,1.213
"9482",1035801,"CUST_108_PI416261804",78874,"TEX26","testis expressed 26",122046,"13","n/a","n/a",0.053,1.213
"9483",1067323,"A_32_P68381",1009235,"A_32_P163894","AGILENT probe A_32_P163894 (non-RefSeq)",0,"n/a","n/a","n/a",0.0181,1.213
"9484",1013558,"CUST_353_PI416408490",8744,"INPP4B","inositol polyphosphate-4-phosphatase, type II, 105kDa",8821,"4","n/a","n/a",0.000273,1.213
"9485",1045058,"CUST_13886_PI416261804",25823,"C20orf26","chromosome 20 open reading frame 26",26074,"20","n/a","n/a",0.00758,1.213
"9486",1061779,"A_32_P41479",1005512,"A_32_P41479","AGILENT probe A_32_P41479 (non-RefSeq)",0,"n/a","n/a","n/a",0.00532,1.213
"9487",1019418,"A_23_P86931",85577,"SLC37A2","solute carrier family 37 (glycerol-3-phosphate transporter), member 2",219855,"11","n/a","n/a",0.0426,1.213
"9488",1016536,"CUST_3591_PI416261804",1002733,"LOC100129201","proline rich 13 pseudogene",100129201,"11","n/a","n/a",6.79e-06,1.213
"9489",1032445,"A_23_P119311",94273,"KLK9","kallikrein-related peptidase 9",284366,"19","n/a","n/a",0.00327,1.213
"9490",1033334,"CUST_5733_PI416261804",85501,"SAMD9L","sterile alpha motif domain containing 9-like",219285,"7","n/a","n/a",0.00702,1.213
"9491",1012805,"CUST_3502_PI416261804",1000005,"LOC100288657","double homeobox protein 4-like",100288657,"Un","n/a","n/a",0.00421,1.213
"9492",1042722,"A_32_P184464",34052,"ROPN1","rhophilin associated tail protein 1",54763,"3","n/a","n/a",0.0201,1.213
"9493",1014535,"CUST_3092_PI416261804",166294,"C6orf132","chromosome 6 open reading frame 132",647024,"6","n/a","n/a",0.0102,1.213
"9494",1024536,"CUST_6228_PI416261804",79564,"EGFLAM","EGF-like, fibronectin type III and laminin G domains",133584,"5","n/a","n/a",0.095,1.213
"9495",1060237,"A_32_P70341",1004491,"A_32_P157374","AGILENT probe A_32_P157374 (non-RefSeq)",0,"n/a","n/a","n/a",0.00166,1.213
"9496",1045718,"A_24_P114459",23184,"RYBP","RING1 and YY1 binding protein",23429,"3","n/a","n/a",3.88e-06,1.213
"9497",1027415,"CUST_927_PI416379584",56044,"PREX2","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",80243,"8","n/a","n/a",0.0217,1.213
"9498",1035767,"CUST_9992_PI416261804",78936,"TTC8","tetratricopeptide repeat domain 8",123016,"14","n/a","n/a",6.95e-05,1.213
"9499",1054947,"CUST_9322_PI416261804",3647,"ITGA1","integrin, alpha 1",3672,"5","n/a","n/a",0.0567,1.213
"9500",1070740,"A_24_P705167",1011728,"A_24_P705167","AGILENT probe A_24_P705167 (non-RefSeq)",0,"n/a","n/a","n/a",0.0109,1.213
"9501",1056221,"A_23_P425240",2846,"GPR39","G protein-coupled receptor 39",2863,"2","n/a","n/a",0.000119,1.213
"9502",1026350,"A_23_P43765",34958,"MFN1","mitofusin 1",55669,"3","n/a","n/a",0.00203,1.213
"9503",1051106,"A_23_P48523",6711,"SSTR1","somatostatin receptor 1",6751,"14","n/a","n/a",0.0209,1.213
"9504",1057568,"A_23_P5601",1784,"DOK1","docking protein 1, 62kDa (downstream of tyrosine kinase 1)",1796,"2","n/a","n/a",0.000642,1.212
"9505",1068741,"A_24_P59899",1010162,"A_24_P59899","AGILENT probe A_24_P59899 (non-RefSeq)",0,"n/a","n/a","n/a",0.00327,1.212
"9506",1037044,"CUST_7208_PI416261804",59611,"TNKS1BP1","tankyrase 1 binding protein 1, 182kDa",85456,"11","n/a","n/a",0.00613,1.212
"9507",1041072,"CUST_5298_PI416261804",36222,"ENY2","enhancer of yellow 2 homolog (Drosophila)",56943,"8","n/a","n/a",0.000394,1.212
"9508",1060723,"A_24_P534133",1004842,"A_24_P534133","AGILENT probe A_24_P534133 (non-RefSeq)",0,"n/a","n/a","n/a",0.0369,1.212
"9509",1064249,"A_23_P353436",1007166,"A_23_P353436","AGILENT probe A_23_P353436 (non-RefSeq)",0,"n/a","n/a","n/a",0.000602,1.212
"9510",1018641,"A_23_P20752",23306,"CDK20","cyclin-dependent kinase 20",23552,"9","n/a","n/a",8.39e-05,1.212
"9511",1056401,"CUST_14672_PI416261804",2703,"GPC3","glypican 3",2719,"X","n/a","n/a",0.0323,1.212
"9512",1054775,"A_24_P46911",3763,"KCNS2","potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2",3788,"8","n/a","n/a",0.0237,1.212
"9513",1052620,"A_24_P383480",5595,"PROS1","protein S (alpha)",5627,"3","n/a","n/a",0.00743,1.212
"9514",1068475,"A_24_P255693",1009954,"A_24_P255693","AGILENT probe A_24_P255693 (non-RefSeq)",0,"n/a","n/a","n/a",0.0508,1.212
"9515",1033827,"A_24_P152188",81675,"PRICKLE2","prickle homolog 2 (Drosophila)",166336,"3","n/a","n/a",0.00539,1.212
"9516",1012672,"A_24_P48187",36786,"CASKIN2","CASK interacting protein 2",57513,"17","n/a","n/a",0.00114,1.212
"9517",1068415,"CUST_2923_PI416261804",1009910,"A_24_P49687","AGILENT probe A_24_P49687 (non-RefSeq)",0,"n/a","n/a","n/a",0.0902,1.212
"9518",1023820,"CUST_317_PI416408490",57198,"POLR2M","polymerase (RNA) II (DNA directed) polypeptide M",81488,"15","n/a","n/a",0.000585,1.212
"9519",1013375,"CUST_12524_PI416261804",1969,"EIF5A","eukaryotic translation initiation factor 5A",1984,"17","n/a","n/a",0.00144,1.212
"9520",1046441,"A_24_P192183",11071,"SEC63","SEC63 homolog (S. cerevisiae)",11231,"6","n/a","n/a",1.11e-05,1.212
"9521",1045760,"A_23_P78952",23151,"PIP5K1C","phosphatidylinositol-4-phosphate 5-kinase, type I, gamma",23396,"19","n/a","n/a",0.00103,1.212
"9522",1029701,"A_24_P358554",40470,"BCAN","brevican",63827,"1","n/a","n/a",0.00706,1.212
"9523",1016642,"A_24_P873263",1002761,"LOC100292841","similar to KIAA0160",100292841,"17","n/a","n/a",1.27e-06,1.212
"9524",1028396,"CUST_6760_PI416261804",30685,"NUSAP1","nucleolar and spindle associated protein 1",51203,"15","n/a","n/a",0.0178,1.212
"9525",1018980,"A_24_P31235",1969,"EIF5A","eukaryotic translation initiation factor 5A",1984,"17","n/a","n/a",0.00135,1.212
"9526",1067199,"A_23_P66073",1009156,"A_23_P377935","AGILENT probe A_23_P377935 (non-RefSeq)",0,"n/a","n/a","n/a",0.0012,1.212
"9527",1065179,"A_24_P745342",1007809,"A_24_P745342","AGILENT probe A_24_P745342 (non-RefSeq)",0,"n/a","n/a","n/a",0.0159,1.212
"9528",1058076,"CUST_13605_PI416261804",1287,"COL8A2","collagen, type VIII, alpha 2",1296,"1","n/a","n/a",0.0168,1.212
"9529",1061472,"A_32_P221096",1005302,"A_32_P1948","AGILENT probe A_32_P1948 (non-RefSeq)",0,"n/a","n/a","n/a",0.11,1.212
"9530",1020279,"CUST_417_PI416408490",56505,"THSD7B","thrombospondin, type I, domain containing 7B",80731,"2","n/a","n/a",0.0315,1.212
"9531",1024661,"CUST_8128_PI416261804",11059,"TREX2","three prime repair exonuclease 2",11219,"X","n/a","n/a",0.021,1.212
"9532",1018001,"A_24_P794447",124981,"MIR100HG","mir-100-let-7a-2 cluster host gene (non-protein coding)",399959,"11","n/a","n/a",0.00101,1.212
"9533",1064049,"A_32_P137849",1007033,"A_24_P585747","AGILENT probe A_24_P585747 (non-RefSeq)",0,"n/a","n/a","n/a",0.00417,1.212
"9534",1013259,"A_24_P916585",1001555,"LOC100287391","similar to hCG2018895",100287391,"20","n/a","n/a",0.0305,1.212
"9535",1010550,"CUST_1307_PI416379584",78958,"PLA2G4E","phospholipase A2, group IVE",123745,"15","n/a","n/a",0.0255,1.212
"9536",1020282,"A_24_P304581",78897,"TRAPPC6B","trafficking protein particle complex 6B",122553,"14","n/a","n/a",0.000138,1.212
"9537",1018332,"CUST_91_PI416573500",123939,"KBTBD13","kelch repeat and BTB (POZ) domain containing 13",390594,"15","n/a","n/a",0.0378,1.212
"9538",1031732,"CUST_16_PI416987708",110631,"LCE2A","late cornified envelope 2A",353139,"1","n/a","n/a",0.00531,1.212
"9539",1038687,"A_24_P60268",55861,"LRRTM4","leucine rich repeat transmembrane neuronal 4",80059,"2","n/a","n/a",0.00839,1.212
"9540",1032271,"CUST_8531_PI416261804",94707,"TREML4","triggering receptor expressed on myeloid cells-like 4",285852,"6","n/a","n/a",0.00617,1.212
"9541",1014248,"CUST_4806_PI416261804",33911,"FBXL19","F-box and leucine-rich repeat protein 19",54620,"16","n/a","n/a",0.000265,1.212
"9542",1033816,"CUST_11556_PI416261804",81685,"ZBTB49","zinc finger and BTB domain containing 49",166793,"4","n/a","n/a",0.00169,1.212
"9543",1026860,"A_23_P429555",8751,"NRP2","neuropilin 2",8828,"2","n/a","n/a",0.0207,1.212
"9544",1030964,"A_23_P9472",22985,"VPS13A","vacuolar protein sorting 13 homolog A (S. cerevisiae)",23230,"9","n/a","n/a",0.00107,1.212
"9545",1035383,"A_23_P373109",79385,"CNTNAP5","contactin associated protein-like 5",129684,"2","n/a","n/a",0.00109,1.212
"9546",1016124,"A_23_P168726",10897,"ZPBP","zona pellucida binding protein",11055,"7","n/a","n/a",0.00183,1.212
"9547",1056278,"A_23_P204736",2802,"GPD1","glycerol-3-phosphate dehydrogenase 1 (soluble)",2819,"12","n/a","n/a",0.00817,1.212
"9548",1030346,"A_24_P101114",22774,"CNOT1","CCR4-NOT transcription complex, subunit 1",23019,"16","n/a","n/a",0.000924,1.212
"9549",1034035,"A_23_P48264",81471,"TMTC3","transmembrane and tetratricopeptide repeat containing 3",160418,"12","n/a","n/a",3.46e-06,1.212
"9550",1033134,"CUST_11334_PI416261804",85760,"FGD2","FYVE, RhoGEF and PH domain containing 2",221472,"6","n/a","n/a",0.0477,1.212
"9551",1043759,"A_24_P202139",30590,"METTL9","methyltransferase like 9",51108,"16","n/a","n/a",0.00225,1.212
"9552",1019222,"CUST_12518_PI416261804",1969,"EIF5A","eukaryotic translation initiation factor 5A",1984,"17","n/a","n/a",0.000847,1.212
"9553",1036594,"A_23_P258381",60175,"SPSB4","splA/ryanodine receptor domain and SOCS box containing 4",92369,"3","n/a","n/a",0.0498,1.212
"9554",1025207,"A_24_P58147",60156,"LMBRD2","LMBR1 domain containing 2",92255,"5","n/a","n/a",0.00576,1.212
"9555",1032346,"A_24_P32139",94515,"HTR3E","5-hydroxytryptamine (serotonin) receptor 3E, ionotropic",285242,"3","n/a","n/a",0.00826,1.211
"9556",1029715,"A_32_P144421",59615,"ZNF518B","zinc finger protein 518B",85460,"4","n/a","n/a",0.000151,1.211
"9557",1061794,"A_24_P450398",1005520,"A_24_P450398","AGILENT probe A_24_P450398 (non-RefSeq)",0,"n/a","n/a","n/a",0.0728,1.211
"9558",1042779,"A_24_P161018",33916,"PARP14","poly (ADP-ribose) polymerase family, member 14",54625,"3","n/a","n/a",0.000287,1.211
"9559",1054684,"A_32_P141948",3836,"KRT14","keratin 14",3861,"17","n/a","n/a",0.053,1.211
"9560",1027470,"CUST_2261_PI416261804",119510,"HSD11B1L","hydroxysteroid (11-beta) dehydrogenase 1-like",374875,"19","n/a","n/a",3.15e-05,1.211
"9561",1014874,"A_24_P226020",6416,"SH3BP2","SH3-domain binding protein 2",6452,"4","n/a","n/a",0.000356,1.211
"9562",1015905,"A_32_P106933",125127,"BCAR4","breast cancer anti-estrogen resistance 4 (non-protein coding)",400500,"16","n/a","n/a",0.000326,1.211
"9563",1068002,"CUST_3867_PI416261804",1009608,"A_23_P136753","AGILENT probe A_23_P136753 (non-RefSeq)",0,"n/a","n/a","n/a",0.0152,1.211
"9564",1033869,"CUST_1336_PI416573500",81640,"CABP7","calcium binding protein 7",164633,"22","n/a","n/a",0.0295,1.211
"9565",1041261,"A_23_P6066",35545,"CPXM1","carboxypeptidase X (M14 family), member 1",56265,"20","n/a","n/a",0.0102,1.211
"9566",1038187,"CUST_1068_PI416261804",57604,"HDHD3","haloacid dehalogenase-like hydrolase domain containing 3",81932,"9","n/a","n/a",0.00275,1.211
"9567",1011696,"A_24_P24685",182161,"HMGB3P22","high mobility group box 3 pseudogene 22",729595,"5","n/a","n/a",0.00041,1.211
"9568",1067799,"A_23_P8004",1009513,"A_23_P8004","AGILENT probe A_23_P8004 (non-RefSeq)",0,"n/a","n/a","n/a",0.0185,1.211
"9569",1047849,"A_24_P167473",9949,"ARPC3","actin related protein 2/3 complex, subunit 3, 21kDa",10094,"12","n/a","n/a",0.000266,1.211
"9570",1064869,"A_32_P72682",1007589,"A_24_P922750","AGILENT probe A_24_P922750 (non-RefSeq)",0,"n/a","n/a","n/a",0.0021,1.211
"9571",1049653,"A_23_P154130",8425,"MAP4K3","mitogen-activated protein kinase kinase kinase kinase 3",8491,"2","n/a","n/a",0.00169,1.211
"9572",1019902,"A_32_P88965",1002111,"LOC100131082","hypothetical LOC100131082",100131082,"10","n/a","n/a",0.00598,1.211
"9573",1050213,"A_23_P256526",7591,"ZNF80","zinc finger protein 80",7634,"3","n/a","n/a",0.0146,1.211
"9574",1069584,"A_24_P323805",1010855,"A_24_P323805","AGILENT probe A_24_P323805 (non-RefSeq)",0,"n/a","n/a","n/a",0.000261,1.211
"9575",1055034,"A_24_P288685",3572,"IL13RA1","interleukin 13 receptor, alpha 1",3597,"X","n/a","n/a",0.00298,1.211
"9576",1059168,"A_23_P10701",320,"APBB2","amyloid beta (A4) precursor protein-binding, family B, member 2",323,"4","n/a","n/a",0.000354,1.211
"9577",1060912,"A_32_P116685",1004975,"A_32_P116685","AGILENT probe A_32_P116685 (non-RefSeq)",0,"n/a","n/a","n/a",0.0111,1.211
"9578",1029000,"CUST_10576_PI416261804",80881,"FAM109B","family with sequence similarity 109, member B",150368,"22","n/a","n/a",6.26e-06,1.211
"9579",1033530,"A_23_P423989",83564,"VWA3B","von Willebrand factor A domain containing 3B",200403,"2","n/a","n/a",0.00172,1.211
"9580",1013079,"A_24_P942441",9243,"NRXN1","neurexin 1",9378,"2","n/a","n/a",6.61e-05,1.211
"9581",1042209,"CUST_16332_PI416261804",34459,"PRMT6","protein arginine methyltransferase 6",55170,"1","n/a","n/a",0.00106,1.211
"9582",1048934,"CUST_1648_PI416261804",9019,"CXorf1","chromosome X open reading frame 1",9142,"X","n/a","n/a",0.000763,1.211
"9583",1031757,"A_32_P528311",110447,"RTN4RL2","reticulon 4 receptor-like 2",349667,"11","n/a","n/a",0.00181,1.211
"9584",1061120,"A_24_P924667",1005104,"A_24_P465697","AGILENT probe A_24_P465697 (non-RefSeq)",0,"n/a","n/a","n/a",0.00215,1.211
"9585",1018827,"CUST_95_PI416573500",83412,"C12orf77","chromosome 12 open reading frame 77",196415,"12","n/a","n/a",0.0184,1.211
"9586",1054730,"A_23_P54622",3810,"KIF22","kinesin family member 22",3835,"16","n/a","n/a",9.16e-06,1.211
"9587",1025377,"A_24_P84834",1594,"DGKA","diacylglycerol kinase, alpha 80kDa",1606,"12","n/a","n/a",0.0368,1.211
"9588",1044339,"A_23_P202945",28804,"ZBTB44","zinc finger and BTB domain containing 44",29068,"11","n/a","n/a",0.00445,1.211
"9589",1039933,"A_24_P130962",40855,"TOR3A","torsin family 3, member A",64222,"1","n/a","n/a",3.61e-05,1.211
"9590",1027519,"CUST_16778_PI416261804",59913,"BMF","Bcl2 modifying factor",90427,"15","n/a","n/a",0.0608,1.211
"9591",1024789,"CUST_2_PI416987708",149605,"KPRP","keratinocyte proline-rich protein",448834,"1","n/a","n/a",0.017,1.211
"9592",1014136,"CUST_15596_PI416261804",2895,"GRM2","glutamate receptor, metabotropic 2",2912,"3","n/a","n/a",0.00319,1.211
"9593",1019900,"A_32_P94001",126345,"FAM92A1P2","family with sequence similarity 92, member A1 pseudogene 2",403315,"4","n/a","n/a",0.000829,1.211
"9594",1016928,"A_32_P96213",123585,"LOC389787","tumor protein, translationally-controlled 1 pseudogene",389787,"9","n/a","n/a",0.00145,1.211
"9595",1058292,"A_24_P371782",1073,"CGA","glycoprotein hormones, alpha polypeptide",1081,"6","n/a","n/a",0.0142,1.211
"9596",1071050,"A_23_P106069",1012038,"A_23_P106069","AGILENT probe A_23_P106069 (non-RefSeq)",0,"n/a","n/a","n/a",0.0494,1.211
"9597",1041197,"A_23_P3177",35938,"KCNK13","potassium channel, subfamily K, member 13",56659,"14","n/a","n/a",0.0124,1.211
"9598",1068325,"A_32_P144634",1009847,"A_32_P144629","AGILENT probe A_32_P144629 (non-RefSeq)",0,"n/a","n/a","n/a",0.00708,1.211
"9599",1057053,"A_32_P191141",2186,"FBN2","fibrillin 2",2201,"5","n/a","n/a",0.000472,1.211
"9600",1020831,"A_23_P123578",58922,"PRRC2B","proline-rich coiled-coil 2B",84726,"9","n/a","n/a",0.00848,1.211
"9601",1031935,"CUST_471_PI416379584",109923,"MS4A10","membrane-spanning 4-domains, subfamily A, member 10",341116,"11","n/a","n/a",0.036,1.211
"9602",1059148,"CUST_4711_PI416261804",336,"APOBEC1","apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1",339,"12","n/a","n/a",0.0136,1.211
"9603",1020931,"A_23_P311869",8790,"ST3GAL5","ST3 beta-galactoside alpha-2,3-sialyltransferase 5",8869,"2","n/a","n/a",1.98e-05,1.211
"9604",1069723,"A_32_P111072",1010952,"A_32_P111072","AGILENT probe A_32_P111072 (non-RefSeq)",0,"n/a","n/a","n/a",0.0518,1.211
"9605",1039740,"A_24_P268015",41343,"MEAF6","MYST/Esa1-associated factor 6",64769,"1","n/a","n/a",0.000378,1.211
"9606",1045463,"CUST_15941_PI416261804",23398,"PPP1R15A","protein phosphatase 1, regulatory subunit 15A",23645,"19","n/a","n/a",0.0347,1.211
"9607",1034369,"A_23_P328642",80963,"ALS2CR11","amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11",151254,"2","n/a","n/a",0.00618,1.211
"9608",1010656,"CUST_682_PI416379584",79587,"C5orf49","chromosome 5 open reading frame 49",134121,"5","n/a","n/a",0.0479,1.21
"9609",1038219,"A_24_P142495",57530,"KRTAP1-3","keratin associated protein 1-3",81850,"17","n/a","n/a",0.0271,1.21
"9610",1021378,"CUST_8525_PI416261804",170793,"FLJ77644","hypothetical LOC728772",728772,"17","n/a","n/a",0.0462,1.21
"9611",1045317,"A_24_P213794",25568,"CCRN4L","CCR4 carbon catabolite repression 4-like (S. cerevisiae)",25819,"4","n/a","n/a",0.00337,1.21
"9612",1037496,"A_23_P407132",58822,"KIRREL3","kin of IRRE like 3 (Drosophila)",84623,"11","n/a","n/a",0.0604,1.21
"9613",1039240,"A_23_P79769",55249,"BIRC7","baculoviral IAP repeat containing 7",79444,"20","n/a","n/a",0.0247,1.21
"9614",1033118,"CUST_1881_PI416261804",85771,"ZBTB12","zinc finger and BTB domain containing 12",221527,"6","n/a","n/a",0.00144,1.21
"9615",1018443,"A_23_P204375",36399,"LPAR5","lysophosphatidic acid receptor 5",57121,"12","n/a","n/a",0.0342,1.21
"9616",1058197,"A_24_P27627",1132,"CHRNB1","cholinergic receptor, nicotinic, beta 1 (muscle)",1140,"17","n/a","n/a",0.00468,1.21
"9617",1014468,"CUST_13828_PI416261804",772,"CACNA1D","calcium channel, voltage-dependent, L type, alpha 1D subunit",776,"3","n/a","n/a",0.016,1.21
